veve_uuid,ts_utc,floor,listings
sample-0011-629330,2026-05-05T00:00:00Z,6229970.4,54
sample-0011-629330,2026-05-05T00:00:00Z,6780452.77,55
sample-0011-629330,2026-05-05T00:00:00Z,6669858.36,68
sample-0011-629330,2026-05-06T00:00:00Z,7438880.42,38
sample-0011-629330,2026-05-06T00:00:00Z,6915056.21,54
sample-0011-629330,2026-05-07T00:00:00Z,9925145.05,48
sample-0011-629330,2026-05-08T00:00:00Z,7438129.19,60
sample-0011-629330,2026-05-09T00:00:00Z,6564598.37,64
sample-0011-629330,2026-05-10T00:00:00Z,8296104.86,41
sample-0011-629330,2026-05-10T00:00:00Z,6698261.9,54
sample-0011-629330,2026-05-10T00:00:00Z,7310637.84,61
sample-0011-629330,2026-05-11T00:00:00Z,9871784.2,47
sample-0011-629330,2026-05-11T00:00:00Z,6790929.25,46
sample-0011-629330,2026-05-11T00:00:00Z,7477019.83,66
sample-0011-629330,2026-05-11T00:00:00Z,6568389.86,66
sample-0011-629330,2026-05-12T00:00:00Z,7677445.01,62
sample-0011-629330,2026-05-12T00:00:00Z,6786123.53,63
sample-0011-629330,2026-05-13T00:00:00Z,10841243.29,49
sample-0011-629330,2026-05-13T00:00:00Z,6150247.18,57
sample-0011-629330,2026-05-13T00:00:00Z,6934096.36,54
sample-0011-629330,2026-05-13T00:00:00Z,6606483.04,65
sample-0011-629330,2026-05-14T00:00:00Z,12062991.94,49
sample-0011-629330,2026-05-14T00:00:00Z,10889221.32,48
sample-0011-629330,2026-05-14T00:00:00Z,9639451.48,49
sample-0011-629330,2026-05-15T00:00:00Z,9242597.34,40
sample-0011-629330,2026-05-15T00:00:00Z,6775720.93,54
sample-0011-629330,2026-05-16T00:00:00Z,6678917.42,57
sample-0011-629330,2026-05-16T00:00:00Z,6595624.3,65
sample-0011-629330,2026-05-19T00:00:00Z,6968279.22,49
sample-0011-629330,2026-05-20T00:00:00Z,7193855.78,52
sample-0011-629330,2026-05-21T00:00:00Z,7151428.53,66
sample-0011-629330,2026-05-22T00:00:00Z,9903508.47,41
sample-0011-629330,2026-05-22T00:00:00Z,6454669.2,53
sample-0011-629330,2026-05-22T00:00:00Z,6998245.17,64
sample-0011-629330,2026-05-23T00:00:00Z,8129226.29,59
sample-0011-629330,2026-05-23T00:00:00Z,7201785.1,56
sample-0011-629330,2026-05-23T00:00:00Z,6512324.6,66
sample-0011-629330,2026-05-24T00:00:00Z,7376952.65,60
sample-0011-629330,2026-05-25T00:00:00Z,6798691.45,37
sample-0011-629330,2026-05-25T00:00:00Z,8178494.14,41
sample-0011-629330,2026-05-25T00:00:00Z,7481322.11,59
sample-0011-629330,2026-05-25T00:00:00Z,7139124.96,69
sample-0011-629330,2026-05-26T00:00:00Z,9682919.11,42
sample-0011-629330,2026-05-26T00:00:00Z,10445502.08,45
sample-0011-629330,2026-05-26T00:00:00Z,9263753.92,46
sample-0011-629330,2026-05-26T00:00:00Z,6937121.99,62
sample-0011-629330,2026-05-27T00:00:00Z,11105561.5,41
sample-0011-629330,2026-05-27T00:00:00Z,10005317.72,40
sample-0011-629330,2026-05-27T00:00:00Z,6322113.69,56
sample-0011-629330,2026-05-27T00:00:00Z,7414931.45,50
sample-0011-629330,2026-06-01T00:00:00Z,7906342.21,59
sample-0011-629330,2026-06-01T00:00:00Z,7782531.89,58
sample-0011-629330,2026-06-01T00:00:00Z,6992292.34,55
sample-0011-629330,2026-06-02T00:00:00Z,7393184.28,55
sample-0011-629330,2026-06-02T00:00:00Z,8350030.44,57
sample-0011-629330,2026-06-03T00:00:00Z,6511024.94,52
sample-0011-629330,2026-06-03T00:00:00Z,5566451.77,58
sample-0011-629330,2026-06-04T00:00:00Z,5564186.29,59
sample-0011-629330,2026-06-07T00:00:00Z,8286734.89,63
sample-0011-629330,2026-06-07T00:00:00Z,5890386.95,57
sample-0011-629330,2026-06-08T00:00:00Z,6027079.82,56
sample-0011-629330,2026-06-10T00:00:00Z,8279795.59,60
sample-0011-629330,2026-06-11T00:00:00Z,8232826.75,61
sample-0011-629330,2026-06-13T00:00:00Z,7262522.33,59
sample-0011-629330,2026-06-13T00:00:00Z,8685408.84,63
sample-0011-629330,2026-06-13T00:00:00Z,5693733.01,56
sample-0011-629330,2026-06-14T00:00:00Z,8267651.76,56
sample-0011-629330,2026-06-15T00:00:00Z,8370604.96,58
sample-0011-629330,2026-06-16T00:00:00Z,6607219.37,59
sample-0011-629330,2026-06-17T00:00:00Z,6760992.85,61
sample-0011-629330,2026-06-17T00:00:00Z,7433321.22,54
sample-0011-629330,2026-06-18T00:00:00Z,7791661.92,59
sample-0011-629330,2026-06-19T00:00:00Z,7635743.94,58
sample-0011-629330,2026-06-20T00:00:00Z,6617756.35,61
sample-0011-629330,2026-06-20T00:00:00Z,7811233.78,59
sample-0011-629330,2026-06-21T00:00:00Z,7356381.45,56
sample-0011-629330,2026-06-22T00:00:00Z,8140185.89,56
sample-0011-629330,2026-06-24T00:00:00Z,8496017.82,63
sample-0011-629330,2026-06-25T00:00:00Z,6426420.31,60
sample-0011-629330,2026-06-26T00:00:00Z,6943951.23,59
sample-0011-629330,2026-06-26T00:00:00Z,7532454.15,56
sample-0011-629330,2026-06-27T00:00:00Z,6116663.5,63
sample-0012-676125,2021-10-02T00:00:00Z,262.1,47
sample-0012-676125,2021-10-02T00:00:00Z,777.02,52
sample-0012-676125,2021-10-10T00:00:00Z,189.94,44
sample-0012-676125,2021-10-15T00:00:00Z,611.4,55
sample-0012-676125,2021-10-16T00:00:00Z,296.37,50
sample-0012-676125,2021-10-23T00:00:00Z,342.23,49
sample-0012-676125,2021-10-25T00:00:00Z,407.94,50
sample-0012-676125,2021-10-27T00:00:00Z,501.94,51
sample-0012-676125,2021-11-02T00:00:00Z,1248.23,54
sample-0012-676125,2021-11-02T00:00:00Z,4374.18,60
sample-0012-676125,2021-11-04T00:00:00Z,2310.97,61
sample-0012-676125,2021-11-05T00:00:00Z,12447.9,61
sample-0012-676125,2021-11-07T00:00:00Z,3865.12,64
sample-0012-676125,2021-11-09T00:00:00Z,1672.38,57
sample-0012-676125,2021-11-14T00:00:00Z,7819.76,64
sample-0012-676125,2021-11-15T00:00:00Z,5252.76,64
sample-0012-676125,2021-11-19T00:00:00Z,2897.35,64
sample-0012-676125,2021-11-20T00:00:00Z,961.14,54
sample-0012-676125,2021-11-20T00:00:00Z,6161.88,61
sample-0012-676125,2021-11-26T00:00:00Z,9484.37,60
sample-0012-676125,2021-12-01T00:00:00Z,68321.16,64
sample-0012-676125,2021-12-12T00:00:00Z,86847.15,60
sample-0012-676125,2021-12-15T00:00:00Z,27925.75,64
sample-0012-676125,2021-12-16T00:00:00Z,56950.53,63
sample-0012-676125,2021-12-18T00:00:00Z,16582.57,65
sample-0012-676125,2021-12-21T00:00:00Z,21255.3,66
sample-0012-676125,2021-12-23T00:00:00Z,37071.82,67
sample-0012-676125,2021-12-24T00:00:00Z,50396.84,64
sample-0012-676125,2022-01-02T00:00:00Z,500092.94,62
sample-0012-676125,2022-01-04T00:00:00Z,297018.11,56
sample-0012-676125,2022-01-10T00:00:00Z,106320.4,62
sample-0012-676125,2022-01-17T00:00:00Z,341714.04,54
sample-0012-676125,2022-01-22T00:00:00Z,386507.61,58
sample-0012-676125,2022-01-23T00:00:00Z,221498.27,55
sample-0012-676125,2022-01-26T00:00:00Z,139749.93,58
sample-0012-676125,2022-01-26T00:00:00Z,175817.32,54
sample-0012-676125,2022-02-03T00:00:00Z,688860.3,58
sample-0012-676125,2022-02-03T00:00:00Z,1973627.25,62
sample-0012-676125,2022-02-04T00:00:00Z,3789526.01,68
sample-0012-676125,2022-02-04T00:00:00Z,4989961.07,68
sample-0012-676125,2022-02-06T00:00:00Z,988323.1,58
sample-0012-676125,2022-02-07T00:00:00Z,835373.52,56
sample-0012-676125,2022-02-13T00:00:00Z,3203379.8,66
sample-0012-676125,2022-02-15T00:00:00Z,6726444.38,69
sample-0012-676125,2022-02-18T00:00:00Z,565659.92,62
sample-0012-676125,2022-02-19T00:00:00Z,2324023.76,62
sample-0012-676125,2022-02-20T00:00:00Z,1198077.1,61
sample-0012-676125,2022-02-24T00:00:00Z,1579856.18,59
sample-0012-676125,2022-03-05T00:00:00Z,19070151.49,70
sample-0012-676125,2022-03-07T00:00:00Z,43688623.82,62
sample-0012-676125,2022-03-10T00:00:00Z,35412684.14,64
sample-0012-676125,2022-03-16T00:00:00Z,26670084.51,68
sample-0012-676125,2022-03-20T00:00:00Z,11352735.74,73
sample-0012-676125,2022-03-22T00:00:00Z,13178605.77,69
sample-0012-676125,2022-03-22T00:00:00Z,15120243.9,67
sample-0012-676125,2022-03-23T00:00:00Z,9051766.01,70
sample-0012-676125,2022-04-01T00:00:00Z,37730071.75,62
sample-0012-676125,2022-04-09T00:00:00Z,31243972.56,68
sample-0012-676125,2022-04-19T00:00:00Z,35091152.64,66
sample-0012-676125,2022-04-24T00:00:00Z,41626664.07,64
sample-0012-676125,2022-05-01T00:00:00Z,21812031.46,61
sample-0012-676125,2022-05-03T00:00:00Z,26146583.65,64
sample-0012-676125,2022-05-09T00:00:00Z,27034530.73,66
sample-0012-676125,2022-05-10T00:00:00Z,25863626.63,63
sample-0012-676125,2022-05-22T00:00:00Z,15302730.94,66
sample-0012-676125,2022-05-23T00:00:00Z,18104322.96,63
sample-0012-676125,2022-05-26T00:00:00Z,20901759.66,64
sample-0012-676125,2022-05-26T00:00:00Z,20832979.49,66
sample-0012-676125,2022-06-01T00:00:00Z,8680504.46,61
sample-0012-676125,2022-06-11T00:00:00Z,9426807.53,61
sample-0012-676125,2022-06-15T00:00:00Z,12708456.25,65
sample-0012-676125,2022-06-16T00:00:00Z,11008789.91,65
sample-0012-676125,2022-06-16T00:00:00Z,9289513.55,61
sample-0012-676125,2022-06-18T00:00:00Z,14521983.34,65
sample-0012-676125,2022-06-19T00:00:00Z,8396957.88,64
sample-0012-676125,2022-06-20T00:00:00Z,11490312.4,67
sample-0012-676125,2022-06-25T00:00:00Z,14467929.93,63
sample-0012-676125,2022-06-25T00:00:00Z,12206171.11,68
sample-0012-676125,2022-06-25T00:00:00Z,9260389.96,60
sample-0012-676125,2022-06-25T00:00:00Z,7412802.51,64
sample-0012-676125,2022-07-03T00:00:00Z,6021139.88,63
sample-0012-676125,2022-07-03T00:00:00Z,2538840.59,72
sample-0012-676125,2022-07-07T00:00:00Z,5374354.04,62
sample-0012-676125,2022-07-08T00:00:00Z,4775925.54,60
sample-0012-676125,2022-07-08T00:00:00Z,3507549.49,67
sample-0012-676125,2022-07-15T00:00:00Z,6068828.53,60
sample-0012-676125,2022-07-15T00:00:00Z,3029983.28,71
sample-0012-676125,2022-07-16T00:00:00Z,6409846.7,65
sample-0012-676125,2022-07-21T00:00:00Z,4012594.12,64
sample-0012-676125,2022-07-26T00:00:00Z,5388225.32,62
sample-0012-676125,2022-07-26T00:00:00Z,3878771.75,68
sample-0012-676125,2022-07-27T00:00:00Z,5272392.89,63
sample-0012-676125,2022-08-10T00:00:00Z,2448664.72,78
sample-0012-676125,2022-08-11T00:00:00Z,2216315.13,78
sample-0012-676125,2022-08-14T00:00:00Z,2005504.01,81
sample-0012-676125,2022-08-24T00:00:00Z,2628487.13,74
sample-0012-676125,2022-09-14T00:00:00Z,2064385.85,79
sample-0012-676125,2022-09-14T00:00:00Z,1943225.98,76
sample-0012-676125,2022-09-19T00:00:00Z,1707864.46,80
sample-0012-676125,2022-09-20T00:00:00Z,2083508.44,79
sample-0012-676125,2022-10-03T00:00:00Z,1105434.02,73
sample-0012-676125,2022-10-03T00:00:00Z,1018640.36,72
sample-0012-676125,2022-10-05T00:00:00Z,974938.71,70
sample-0012-676125,2022-10-06T00:00:00Z,831039.36,73
sample-0012-676125,2022-10-07T00:00:00Z,1194500.4,77
sample-0012-676125,2022-10-11T00:00:00Z,1499720.16,77
sample-0012-676125,2022-10-18T00:00:00Z,830930.69,70
sample-0012-676125,2022-10-18T00:00:00Z,723341.07,72
sample-0012-676125,2022-10-19T00:00:00Z,1207320.11,79
sample-0012-676125,2022-10-20T00:00:00Z,938862.05,69
sample-0012-676125,2022-10-25T00:00:00Z,837919.8,67
sample-0012-676125,2022-10-26T00:00:00Z,1391188.28,81
sample-0012-676125,2022-11-15T00:00:00Z,493911.41,79
sample-0012-676125,2022-11-18T00:00:00Z,436892.5,76
sample-0012-676125,2022-11-22T00:00:00Z,659232.5,76
sample-0012-676125,2022-11-25T00:00:00Z,555279.92,78
sample-0012-676125,2022-12-03T00:00:00Z,391747.95,82
sample-0012-676125,2022-12-03T00:00:00Z,430619.65,76
sample-0012-676125,2022-12-05T00:00:00Z,407052.62,78
sample-0012-676125,2022-12-07T00:00:00Z,430975.23,81
sample-0012-676125,2022-12-09T00:00:00Z,455139.24,71
sample-0012-676125,2022-12-15T00:00:00Z,417087.25,78
sample-0012-676125,2022-12-27T00:00:00Z,470427.38,72
sample-0012-676125,2022-12-27T00:00:00Z,469948.87,69
sample-0012-676125,2023-01-03T00:00:00Z,400382.74,56
sample-0012-676125,2023-01-06T00:00:00Z,338413.98,65
sample-0012-676125,2023-01-11T00:00:00Z,409508.16,65
sample-0012-676125,2023-01-15T00:00:00Z,339024.73,66
sample-0012-676125,2023-01-16T00:00:00Z,382397.37,59
sample-0012-676125,2023-01-17T00:00:00Z,376240.75,67
sample-0012-676125,2023-01-19T00:00:00Z,384241.45,59
sample-0012-676125,2023-01-20T00:00:00Z,352954.02,62
sample-0012-676125,2023-01-20T00:00:00Z,402232.69,58
sample-0012-676125,2023-01-21T00:00:00Z,456150.47,67
sample-0012-676125,2023-01-22T00:00:00Z,360064.14,57
sample-0012-676125,2023-01-24T00:00:00Z,361572.27,61
sample-0012-676125,2023-02-01T00:00:00Z,486674.47,66
sample-0012-676125,2023-02-01T00:00:00Z,564368.42,48
sample-0012-676125,2023-02-02T00:00:00Z,512195.88,62
sample-0012-676125,2023-02-04T00:00:00Z,441150.4,61
sample-0012-676125,2023-02-11T00:00:00Z,504335.56,55
sample-0012-676125,2023-02-12T00:00:00Z,475559.84,60
sample-0012-676125,2023-02-15T00:00:00Z,563748.79,50
sample-0012-676125,2023-02-16T00:00:00Z,532683.47,47
sample-0012-676125,2023-02-18T00:00:00Z,542498.1,51
sample-0012-676125,2023-02-22T00:00:00Z,554066.15,47
sample-0012-676125,2023-02-25T00:00:00Z,504397.8,58
sample-0012-676125,2023-02-26T00:00:00Z,453231.95,62
sample-0012-676125,2023-03-03T00:00:00Z,499218.79,46
sample-0012-676125,2023-03-03T00:00:00Z,510151.72,38
sample-0012-676125,2023-03-04T00:00:00Z,533042.72,47
sample-0012-676125,2023-03-08T00:00:00Z,492853.15,38
sample-0012-676125,2023-03-08T00:00:00Z,568967.48,27
sample-0012-676125,2023-03-13T00:00:00Z,494592.4,35
sample-0012-676125,2023-03-17T00:00:00Z,500489.66,42
sample-0012-676125,2023-03-19T00:00:00Z,478265.71,31
sample-0012-676125,2023-03-19T00:00:00Z,591106.74,28
sample-0012-676125,2023-03-23T00:00:00Z,521782.96,41
sample-0012-676125,2023-03-24T00:00:00Z,548002.95,24
sample-0012-676125,2023-03-26T00:00:00Z,522825.81,28
sample-0012-676125,2023-04-15T00:00:00Z,596128.03,19
sample-0012-676125,2023-04-18T00:00:00Z,646278.85,22
sample-0012-676125,2023-04-24T00:00:00Z,539385.56,27
sample-0012-676125,2023-04-26T00:00:00Z,596010.48,26
sample-0012-676125,2023-05-02T00:00:00Z,551181.57,15
sample-0012-676125,2023-05-03T00:00:00Z,471786.67,17
sample-0012-676125,2023-05-03T00:00:00Z,459762.05,18
sample-0012-676125,2023-05-03T00:00:00Z,439971.59,19
sample-0012-676125,2023-05-03T00:00:00Z,406771.23,21
sample-0012-676125,2023-05-09T00:00:00Z,380784.57,17
sample-0012-676125,2023-05-11T00:00:00Z,540552.65,11
sample-0012-676125,2023-05-11T00:00:00Z,467664.69,16
sample-0012-676125,2023-05-14T00:00:00Z,404743.92,18
sample-0012-676125,2023-05-17T00:00:00Z,405348.15,20
sample-0012-676125,2023-05-25T00:00:00Z,490212.25,15
sample-0012-676125,2023-05-26T00:00:00Z,400152.03,21
sample-0012-676125,2023-06-05T00:00:00Z,432005.76,30
sample-0012-676125,2023-06-06T00:00:00Z,397781.95,35
sample-0012-676125,2023-06-07T00:00:00Z,407246.73,33
sample-0012-676125,2023-06-16T00:00:00Z,424072.66,29
sample-0012-676125,2023-06-19T00:00:00Z,407735.5,20
sample-0012-676125,2023-06-20T00:00:00Z,384695.68,23
sample-0012-676125,2023-06-22T00:00:00Z,397342.89,26
sample-0012-676125,2023-06-23T00:00:00Z,454938.89,29
sample-0012-676125,2023-07-05T00:00:00Z,352386.31,38
sample-0012-676125,2023-07-10T00:00:00Z,384498.89,35
sample-0012-676125,2023-07-16T00:00:00Z,420491.99,37
sample-0012-676125,2023-07-27T00:00:00Z,387933.96,41
sample-0012-676125,2023-08-02T00:00:00Z,428222.23,37
sample-0012-676125,2023-08-07T00:00:00Z,451705.59,37
sample-0012-676125,2023-08-07T00:00:00Z,400043.85,44
sample-0012-676125,2023-08-08T00:00:00Z,364638.9,43
sample-0012-676125,2023-08-09T00:00:00Z,426446.15,41
sample-0012-676125,2023-08-15T00:00:00Z,395858.57,39
sample-0012-676125,2023-08-23T00:00:00Z,366392.47,47
sample-0012-676125,2023-08-25T00:00:00Z,427308.82,42
sample-0012-676125,2023-09-02T00:00:00Z,404290.6,43
sample-0012-676125,2023-09-03T00:00:00Z,445554.61,41
sample-0012-676125,2023-09-05T00:00:00Z,403768.92,42
sample-0012-676125,2023-09-06T00:00:00Z,459242.96,38
sample-0012-676125,2023-09-09T00:00:00Z,398430.65,43
sample-0012-676125,2023-09-10T00:00:00Z,350148.84,41
sample-0012-676125,2023-09-12T00:00:00Z,390838.77,39
sample-0012-676125,2023-09-15T00:00:00Z,438159.44,46
sample-0012-676125,2023-09-19T00:00:00Z,377810.14,43
sample-0012-676125,2023-09-24T00:00:00Z,364663.38,43
sample-0012-676125,2023-09-24T00:00:00Z,508716.36,39
sample-0012-676125,2023-09-25T00:00:00Z,487615.85,42
sample-0012-676125,2023-10-03T00:00:00Z,408932.66,43
sample-0012-676125,2023-10-08T00:00:00Z,413123.38,40
sample-0012-676125,2023-10-08T00:00:00Z,531253.53,46
sample-0012-676125,2023-10-09T00:00:00Z,375475.34,41
sample-0012-676125,2023-10-09T00:00:00Z,630900.64,54
sample-0012-676125,2023-10-10T00:00:00Z,768926.21,49
sample-0012-676125,2023-10-13T00:00:00Z,701088.42,52
sample-0012-676125,2023-10-16T00:00:00Z,372190.89,37
sample-0012-676125,2023-10-20T00:00:00Z,447337.23,41
sample-0012-676125,2023-10-21T00:00:00Z,576586.64,50
sample-0012-676125,2023-10-21T00:00:00Z,682995.72,53
sample-0012-676125,2023-10-24T00:00:00Z,494414.76,45
sample-0012-676125,2023-11-12T00:00:00Z,765397.04,47
sample-0012-676125,2023-11-19T00:00:00Z,791844.91,48
sample-0012-676125,2023-11-24T00:00:00Z,729625.29,48
sample-0012-676125,2023-11-25T00:00:00Z,794024.53,44
sample-0012-676125,2023-12-01T00:00:00Z,813398.4,45
sample-0012-676125,2023-12-01T00:00:00Z,778259.08,50
sample-0012-676125,2023-12-18T00:00:00Z,842802.76,47
sample-0012-676125,2023-12-27T00:00:00Z,873480.58,43
sample-0012-676125,2024-01-01T00:00:00Z,1181293.97,47
sample-0012-676125,2024-01-02T00:00:00Z,1125410.78,53
sample-0012-676125,2024-01-05T00:00:00Z,1086427.09,51
sample-0012-676125,2024-01-08T00:00:00Z,1000582.46,49
sample-0012-676125,2024-01-12T00:00:00Z,1229055.51,50
sample-0012-676125,2024-01-13T00:00:00Z,1213588.04,50
sample-0012-676125,2024-01-13T00:00:00Z,1069946.85,49
sample-0012-676125,2024-01-19T00:00:00Z,1074540.78,46
sample-0012-676125,2024-01-22T00:00:00Z,854651.36,47
sample-0012-676125,2024-01-22T00:00:00Z,1060185.99,49
sample-0012-676125,2024-01-24T00:00:00Z,1113659.6,47
sample-0012-676125,2024-01-27T00:00:00Z,919644.54,49
sample-0012-676125,2024-02-03T00:00:00Z,1192151.71,54
sample-0012-676125,2024-02-12T00:00:00Z,1213796.38,54
sample-0012-676125,2024-02-20T00:00:00Z,1089641.62,55
sample-0012-676125,2024-02-23T00:00:00Z,1099474.08,58
sample-0012-676125,2024-03-01T00:00:00Z,1229825.29,62
sample-0012-676125,2024-03-03T00:00:00Z,1237096.65,59
sample-0012-676125,2024-03-08T00:00:00Z,1145005.61,62
sample-0012-676125,2024-03-09T00:00:00Z,1268840.46,54
sample-0012-676125,2024-03-12T00:00:00Z,1262882.96,53
sample-0012-676125,2024-03-14T00:00:00Z,1356030.62,56
sample-0012-676125,2024-03-15T00:00:00Z,1096391.81,56
sample-0012-676125,2024-03-18T00:00:00Z,1381244.31,54
sample-0012-676125,2024-03-19T00:00:00Z,1265032.24,56
sample-0012-676125,2024-03-22T00:00:00Z,1155952.14,58
sample-0012-676125,2024-03-24T00:00:00Z,1353980.33,57
sample-0012-676125,2024-03-24T00:00:00Z,1177328.23,57
sample-0012-676125,2024-04-01T00:00:00Z,1251241.65,57
sample-0012-676125,2024-04-03T00:00:00Z,1251844.24,51
sample-0012-676125,2024-04-04T00:00:00Z,1165553.97,54
sample-0012-676125,2024-04-04T00:00:00Z,1270253.53,52
sample-0012-676125,2024-04-06T00:00:00Z,1181980.07,61
sample-0012-676125,2024-04-08T00:00:00Z,1154435.29,53
sample-0012-676125,2024-04-09T00:00:00Z,1099562.4,58
sample-0012-676125,2024-04-17T00:00:00Z,1269496.24,54
sample-0012-676125,2024-04-19T00:00:00Z,1225183.06,57
sample-0012-676125,2024-04-21T00:00:00Z,1149676.89,53
sample-0012-676125,2024-04-22T00:00:00Z,1217840.57,52
sample-0012-676125,2024-04-27T00:00:00Z,1146717.18,60
sample-0012-676125,2024-05-01T00:00:00Z,1343849.83,44
sample-0012-676125,2024-05-14T00:00:00Z,1257583.37,50
sample-0012-676125,2024-05-18T00:00:00Z,1189319.07,52
sample-0012-676125,2024-05-24T00:00:00Z,1355585.67,48
sample-0012-676125,2024-06-01T00:00:00Z,1111881.99,40
sample-0012-676125,2024-06-01T00:00:00Z,1199220.01,44
sample-0012-676125,2024-06-04T00:00:00Z,1182180.39,39
sample-0012-676125,2024-06-05T00:00:00Z,1076104.28,33
sample-0012-676125,2024-06-05T00:00:00Z,1309522.66,47
sample-0012-676125,2024-06-06T00:00:00Z,1213676.82,41
sample-0012-676125,2024-06-16T00:00:00Z,1166668.67,34
sample-0012-676125,2024-06-17T00:00:00Z,1296194.19,37
sample-0012-676125,2024-06-17T00:00:00Z,1165003.9,35
sample-0012-676125,2024-06-21T00:00:00Z,1170119.88,37
sample-0012-676125,2024-06-23T00:00:00Z,1297280.06,38
sample-0012-676125,2024-06-23T00:00:00Z,1214137.6,45
sample-0012-676125,2024-07-01T00:00:00Z,1430805.34,40
sample-0012-676125,2024-07-02T00:00:00Z,1341460.55,39
sample-0012-676125,2024-07-03T00:00:00Z,1262339.63,43
sample-0012-676125,2024-07-10T00:00:00Z,1424969.91,39
sample-0012-676125,2024-07-11T00:00:00Z,1220770.16,39
sample-0012-676125,2024-07-14T00:00:00Z,1259702.89,43
sample-0012-676125,2024-07-14T00:00:00Z,1355601.36,37
sample-0012-676125,2024-07-14T00:00:00Z,1388414.16,38
sample-0012-676125,2024-07-14T00:00:00Z,1194080.98,40
sample-0012-676125,2024-07-15T00:00:00Z,1099017.49,41
sample-0012-676125,2024-07-18T00:00:00Z,1160927.58,44
sample-0012-676125,2024-07-19T00:00:00Z,1256062.96,42
sample-0012-676125,2024-08-02T00:00:00Z,1340158.12,47
sample-0012-676125,2024-08-03T00:00:00Z,1363969.68,50
sample-0012-676125,2024-08-11T00:00:00Z,1098330.88,45
sample-0012-676125,2024-08-13T00:00:00Z,1203415.36,48
sample-0012-676125,2024-08-22T00:00:00Z,1164188.52,47
sample-0012-676125,2024-08-24T00:00:00Z,1252012.05,48
sample-0012-676125,2024-08-26T00:00:00Z,1181592.97,47
sample-0012-676125,2024-08-26T00:00:00Z,1175287.82,50
sample-0012-676125,2024-09-05T00:00:00Z,1156147.96,48
sample-0012-676125,2024-09-06T00:00:00Z,987429.92,38
sample-0012-676125,2024-09-08T00:00:00Z,1088899.98,42
sample-0012-676125,2024-09-12T00:00:00Z,1153634.2,44
sample-0012-676125,2024-09-12T00:00:00Z,1051218.38,43
sample-0012-676125,2024-09-16T00:00:00Z,1022210.5,42
sample-0012-676125,2024-09-16T00:00:00Z,1016428.11,42
sample-0012-676125,2024-09-23T00:00:00Z,1121950.06,44
sample-0012-676125,2024-10-01T00:00:00Z,1253877.72,38
sample-0012-676125,2024-10-05T00:00:00Z,1286847.25,37
sample-0012-676125,2024-10-07T00:00:00Z,1245423.69,48
sample-0012-676125,2024-10-07T00:00:00Z,1313344.08,44
sample-0012-676125,2024-10-09T00:00:00Z,1072233.83,32
sample-0012-676125,2024-10-11T00:00:00Z,1278356.48,38
sample-0012-676125,2024-10-12T00:00:00Z,1140932.44,35
sample-0012-676125,2024-10-27T00:00:00Z,1329847.09,41
sample-0012-676125,2024-11-03T00:00:00Z,880036.36,29
sample-0012-676125,2024-11-06T00:00:00Z,938127.86,29
sample-0012-676125,2024-11-13T00:00:00Z,797924.89,32
sample-0012-676125,2024-11-15T00:00:00Z,962845.74,25
sample-0012-676125,2024-11-16T00:00:00Z,1132693.31,35
sample-0012-676125,2024-11-18T00:00:00Z,978206.73,31
sample-0012-676125,2024-11-19T00:00:00Z,1258783.8,33
sample-0012-676125,2024-11-19T00:00:00Z,1158237.99,35
sample-0012-676125,2024-11-19T00:00:00Z,749836.24,33
sample-0012-676125,2024-11-22T00:00:00Z,1268906.4,33
sample-0012-676125,2024-11-22T00:00:00Z,1243087.45,36
sample-0012-676125,2024-11-25T00:00:00Z,1066356.09,34
sample-0012-676125,2024-12-03T00:00:00Z,720631.35,28
sample-0012-676125,2024-12-05T00:00:00Z,704991.76,31
sample-0012-676125,2024-12-10T00:00:00Z,527944.56,14
sample-0012-676125,2024-12-11T00:00:00Z,592373.9,25
sample-0012-676125,2024-12-16T00:00:00Z,536834.71,22
sample-0012-676125,2024-12-23T00:00:00Z,660625.44,28
sample-0012-676125,2024-12-23T00:00:00Z,561217.11,22
sample-0012-676125,2024-12-27T00:00:00Z,547889.42,18
sample-0012-676125,2025-01-03T00:00:00Z,495456.15,20
sample-0012-676125,2025-01-05T00:00:00Z,543480.73,22
sample-0012-676125,2025-01-10T00:00:00Z,543508.63,16
sample-0012-676125,2025-01-10T00:00:00Z,512633.62,20
sample-0012-676125,2025-01-11T00:00:00Z,517207.99,23
sample-0012-676125,2025-01-14T00:00:00Z,500380.82,18
sample-0012-676125,2025-01-18T00:00:00Z,462993.57,19
sample-0012-676125,2025-01-25T00:00:00Z,510083.46,21
sample-0012-676125,2025-02-03T00:00:00Z,643788.85,20
sample-0012-676125,2025-02-04T00:00:00Z,685610.42,16
sample-0012-676125,2025-02-08T00:00:00Z,579964.85,18
sample-0012-676125,2025-02-20T00:00:00Z,651305.16,19
sample-0012-676125,2025-03-13T00:00:00Z,720275.13,21
sample-0012-676125,2025-03-13T00:00:00Z,739597.08,22
sample-0012-676125,2025-03-15T00:00:00Z,763574.9,26
sample-0012-676125,2025-03-18T00:00:00Z,695577.72,31
sample-0012-676125,2025-03-18T00:00:00Z,773007.54,28
sample-0012-676125,2025-03-19T00:00:00Z,721688.62,26
sample-0012-676125,2025-03-20T00:00:00Z,683601.38,25
sample-0012-676125,2025-03-20T00:00:00Z,792338.19,26
sample-0012-676125,2025-03-22T00:00:00Z,698677.03,30
